分詞,詞性,句法,變調
"伊｜i1 拍-拚｜phah4-piann3 的｜e5 故-事｜koo3-su7 有｜u7 刊｜khan1 佇｜ti7 報-紙｜po3-tsua2 頂-頭｜ting2-thau5 。｜.
","['Nh', 'VH', 'DE', 'Na', 'V_2', 'P', 'P', 'Na', 'Ncd', 'PUNC']","(ROOT
  (IP
    (IP
      (LCP
        (NP
          (NP (NN 伊｜i1))
          (NP
            (ADVP (AD 拍-拚｜phah4-piann3))
            (ADVP (AD 的｜e5))
            (NP (NN 故-事｜koo3-su7))))
        (LC 有｜u7))
      (VP
        (VV 刊｜khan1)
        (IP
          (VP
            (VV 佇｜ti7)
            (NP (NN 報-紙｜po3-tsua2) (NN 頂-頭｜ting2-thau5))))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜tsia1-e5 加-起-來｜ka1-khi2-lai5 攏-總｜long2-tsong2 一-百｜tsit8-pah4 箍｜khoo1 。｜.
","['Neqa', 'Na', 'Da', 'Neu', 'Nf', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NR 遮-的｜tsia1-e5)
        (NR 加-起-來｜ka1-khi2-lai5)
        (NR 攏-總｜long2-tsong2)
        (NR 一-百｜tsit8-pah4)
        (NR 箍｜khoo1)))
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"寄-話｜kia3-ue7 會｜e7 加｜ke1 ，｜, 寄｜kia3 物｜mih8 會｜e7 減｜kiam2 。｜.
","['VD', 'D', 'D', 'PUNC', 'VD', 'Na', 'D', 'D', 'PUNC']","(ROOT
  (IP
    (IP (VP (VV 寄-話｜kia3-ue7) (IP (VP (VSB (VV 會｜e7) (VV 加｜ke1))))))
    (PU ，｜,)
    (IP (VP (NP (NN 寄｜kia3) (NN 物｜mih8) (NN 會｜e7) (NN 減｜kiam2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 加｜ke1 找｜tsau7 予｜hoo7 我｜gua2 五-十｜goo7-tsap8 箍｜khoo1 。｜.
","['Nh', 'D', 'VC', 'P', 'Nh', 'Neu', 'Nf', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 加｜ke1)
        (NN 找｜tsau7)
        (NN 予｜hoo7)
        (NN 我｜gua2)
        (NN 五-十｜goo7-tsap8)
        (NN 箍｜khoo1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 看-起-來｜khuann3-khi2-lai5 加｜ke1 較｜khah4 少-年｜siau3-lian5 。｜.
","['Nh', 'Na', 'D', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP (VP (VV 伊｜i1) (AS 看-起-來｜khuann3-khi2-lai5)) (SP 加｜ke1))
        (SP 較｜khah4)
        (SP 少-年｜siau3-lian5)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"予｜hoo7 你｜li2 加｜ke1 無-閒｜bo5-ing5 ，｜, 真｜tsin1 歹-勢｜phainn2-se3 。｜.
","['P', 'Nh', 'D', 'VH', 'PUNC', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (NP (NN 予｜hoo7) (NN 你｜li2))
    (PU 加｜ke1)
    (VP
      (VP (VV 無-閒｜bo5-ing5))
      (PU ，｜,)
      (VP (ADVP (AD 真｜tsin1)) (VP (VV 歹-勢｜phainn2-se3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"遮-的｜tsia1-e5 菜-尾｜tshai3-bue2 攏｜long2 共｜ka7 包-起-來｜pau1-khi2-lai5 。｜.
","['Neqa', 'VH', 'D', 'P', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (IP (VP (VRD (VV 遮-的｜tsia1-e5) (VV 菜-尾｜tshai3-bue2))))
      (VP
        (VRD (VRD (VV 攏｜long2) (VV 共｜ka7)) (VV 包-起-來｜pau1-khi2-lai5))))
    (PU 。｜.)))","['本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 卌-外｜siap4-gua7 歲-矣｜hue3-ah4 ，｜, 看-起-來｜khuann3-khi2-lai5 猶-是｜iau2-si7 真｜tsin1 少-年｜siau3-lian5 。｜.
","['Nh', 'Na', 'Na', 'PUNC', 'Na', 'D', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP (VV 伊｜i1) (AS 卌-外｜siap4-gua7))
    (SP 歲-矣｜hue3-ah4)
    (PU ，｜,)
    (IP
      (VP
        (NP
          (ADJP (JJ 看-起-來｜khuann3-khi2-lai5))
          (ADJP (JJ 猶-是｜iau2-si7))
          (ADJP (JJ 真｜tsin1))
          (NP (NN 少-年｜siau3-lian5)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"彼｜hit4 兩｜nng7 个｜e5 囡-仔｜gin2-a2 咧｜teh4 冤-家｜uan1-ke1 ，｜, 你｜li2 緊｜kin2 去｜khi3 共｜ka7 占｜tsiam3 。｜.
","['Nep', 'Neu', 'Nf', 'Na', 'P', 'VA', 'PUNC', 'Nh', 'D', 'D', 'P', 'VJ', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 彼｜hit4)
        (IP
          (VP
            (VV 兩｜nng7)
            (IP
              (VP
                (VV 个｜e5)
                (IP
                  (VP
                    (VV 囡-仔｜gin2-a2)
                    (IP (VP (VCD (VV 咧｜teh4) (VV 冤-家｜uan1-ke1))))))))))))
    (PU ，｜,)
    (IP
      (ADVP (AD 你｜li2))
      (LCP (NP (NN 緊｜kin2)) (LC 去｜khi3))
      (VP (VV 共｜ka7) (ADVP (AD 占｜tsiam3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '再變調$', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"屜-仔｜thuah4-a2 卡-牢-咧｜khah8-tiau5-leh4 ！｜!
","['Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (AS 屜-仔｜thuah4-a2) (NP (NN 卡-牢-咧｜khah8-tiau5-leh4)))
    (PU ！｜!)))","['仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 講｜kong2 欲｜beh4 請｜tshiann2 我｜gua2 食｜tsiah8 好-料-的｜ho2-liau7-e5 ，｜, 真-正｜tsin1-tsiann3 是｜si7 卯-死-矣｜bau2-si2-ah4 ！｜!
","['Nh', 'VE', 'D', 'VF', 'Nh', 'VC', 'Na', 'PUNC', 'D', 'SHI', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (ADVP (AD 伊｜i1))
        (VP
          (VV 講｜kong2)
          (IP
            (VP
              (VV 欲｜beh4)
              (IP
                (VP
                  (VV 請｜tshiann2)
                  (NP (PN 我｜gua2))
                  (IP (VP (VV 食｜tsiah8) (AS 好-料-的｜ho2-liau7-e5))))))))))
    (PU ，｜,)
    (VP (VV 真-正｜tsin1-tsiann3) (AS 是｜si7))
    (SP 卯-死-矣｜bau2-si2-ah4)
    (PU ！｜!)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"運-途｜un7-too5 行｜kiann5 佇｜ti7 卯-字｜bau2-ji7 。｜.
","['VE', 'VA', 'P', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 運-途｜un7-too5)
        (NN 行｜kiann5)
        (NN 佇｜ti7)
        (NN 卯-字｜bau2-ji7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"無｜bo5 喙-齒｜tshui3-khi2 ，｜, 只-好｜tsi2-ho2 沓-沓-仔｜tauh8-tauh8-a2 卯｜mauh4 。｜.
","['D', 'Na', 'PUNC', 'D', 'VH', 'VC', 'PUNC']","(ROOT
  (IP
    (NP (NN 無｜bo5) (NN 喙-齒｜tshui3-khi2))
    (PU ，｜,)
    (VP
      (VV 只-好｜tsi2-ho2)
      (IP (VP (VCD (VV 沓-沓-仔｜tauh8-tauh8-a2) (VV 卯｜mauh4)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '本調#', '毋是台語']"
"伊｜i1 舊-年｜ku7-ni5 就｜to7 去-矣｜khi3-ah4 。｜.
","['Nh', 'Nd', 'D', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 伊｜i1) (AS 舊-年｜ku7-ni5)) (SP 就｜to7))
    (SP 去-矣｜khi3-ah4)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"去-了-了-矣｜khi3-liau2-liau2-ah4 ！｜!
","['Na', 'PUNC']",(ROOT (FLR (SP 去-了-了-矣｜khi3-liau2-liau2-ah4) (PU ！｜!))),"['再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"傷｜siunn1 濟｜tse7 ，｜, 我｜gua2 做｜tso3 袂｜be7 去｜khi3 。｜.
","['Dfa', 'VH', 'PUNC', 'Nh', 'VC', 'D', 'D', 'PUNC']","(ROOT
  (IP
    (VP
      (VRD (VV 傷｜siunn1) (VV 濟｜tse7))
      (PU ，｜,)
      (IP
        (VP
          (VRD
            (VRD (VRD (VV 我｜gua2) (VV 做｜tso3)) (VV 袂｜be7))
            (VV 去｜khi3)))))
    (PU 。｜.)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"予｜hoo7 伊｜i1 食-去｜tsiah8-khi3 。｜.
","['P', 'Nh', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (VV 予｜hoo7) (IP (VP (VCD (VV 伊｜i1) (VV 食-去｜tsiah8-khi3)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 的｜e5 文｜bun5 較｜khah4 古｜koo2 。｜.
","['Nh', 'DE', 'Caa', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 伊｜i1)
      (VA 的｜e5)
      (VP (VA 文｜bun5) (VA 較｜khah4) (VA 古｜koo2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"鵝-仔｜go5-a2 會｜e7 共｜ka7 人｜lang5 叨｜lo1 。｜.
","['Na', 'D', 'P', 'Na', 'VC', 'PUNC']","(ROOT
  (IP
    (NP (NN 鵝-仔｜go5-a2))
    (VP
      (VV 會｜e7)
      (IP (VP (VV 共｜ka7) (IP (VP (VCD (VV 人｜lang5) (VV 叨｜lo1)))))))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"先-生｜sian1-sinn1 咧｜teh4 叫-你｜kio3-li2 。｜.
","['Na', 'P', 'Na', 'PUNC']","(ROOT
  (IP
    (DFL (PN 先-生｜sian1-sinn1))
    (NP (PN 咧｜teh4))
    (NP (PN 叫-你｜kio3-li2))
    (PU 。｜.)))","['規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"校-長｜hau7-tiunn2 叫｜kio3 伊｜i1 去｜khi3 校-長｜hau7-tiunn2 室｜sik4 。｜.
","['Na', 'VF', 'Nh', 'D', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 校-長｜hau7-tiunn2)
        (NN 叫｜kio3)
        (NN 伊｜i1)
        (NN 去｜khi3)
        (NN 校-長｜hau7-tiunn2)
        (NN 室｜sik4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 叫｜kio3 啥-物｜siann2-mih4 名｜mia5 ？｜?
","['Nh', 'VF', 'Nep', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 你｜li2) (NN 叫｜kio3) (NN 啥-物｜siann2-mih4) (NN 名｜mia5))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 愛｜ai3 叫｜kio3 伊｜i1 阿-姑｜a1-koo1 。｜.
","['Nh', 'D', 'VF', 'Nh', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 你｜li2)
        (NN 愛｜ai3)
        (NN 叫｜kio3)
        (NN 伊｜i1)
        (NN 阿-姑｜a1-koo1)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 愛｜ai3 閣｜koh4 共｜ka7 伊｜i1 小｜sio2 叮-一-下｜ting1-tsit8-e7 ，｜, 伊｜i1 才｜tsiah4 會｜e7 記-得｜ki3-tit4 。｜.
","['Nh', 'D', 'D', 'P', 'Nh', 'D', 'Na', 'PUNC', 'Nh', 'Da', 'D', 'VK', 'PUNC']","(ROOT
  (IP
    (IP
      (IP
        (VP
          (VP (VV 你｜li2) (NP (NN 愛｜ai3) (NN 閣｜koh4)))
          (VP
            (VV 共｜ka7)
            (IP
              (VP
                (VV 伊｜i1)
                (NP (NN 小｜sio2) (NN 叮-一-下｜ting1-tsit8-e7)))))))
      (PU ，｜,)
      (NP (NR 伊｜i1))
      (VP
        (ADVP (AD 才｜tsiah4))
        (ADVP (AD 會｜e7))
        (VP (VV 記-得｜ki3-tit4))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 予｜hoo7 蠓-仔｜bang2-a2 叮-著｜ting3-tioh8 。｜.
","['Nh', 'P', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VRD (VV 我｜gua2) (VV 予｜hoo7))
      (IP (VP (VV 蠓-仔｜bang2-a2) (NP (VV 叮-著｜ting3-tioh8)))))
    (PU 。｜.)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"舊｜ku7 囚｜siu5 食｜tsiah8 新｜sin1 囚｜siu5 。｜.
","['VH', 'Na', 'VC', 'VH', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP
          (NP (ADJP (JJ 舊｜ku7)) (NP (NN 囚｜siu5)))
          (NP (NN 食｜tsiah8) (NN 新｜sin1)))
        (NP (NN 囚｜siu5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 若｜na7 欲｜beh4 半-䖙-倒｜puann3-the1-to2 看｜khuann3 電-視｜tian7-si7 ，｜, 你｜li2 的｜e5 目-睭｜bak8-tsiu1 早-慢｜tsa2-ban7 會｜e7 近-視｜kin7-si7 。｜.
","['Nh', 'Cbb', 'D', 'VA', 'VC', 'Na', 'PUNC', 'Nh', 'DE', 'Na', 'D', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP
          (NN 你｜li2)
          (NN 若｜na7)
          (NN 欲｜beh4)
          (NN 半-䖙-倒｜puann3-the1-to2)
          (NN 看｜khuann3)
          (NN 電-視｜tian7-si7))
        (PU ，｜,)
        (NP
          (NN 你｜li2)
          (NN 的｜e5)
          (NN 目-睭｜bak8-tsiu1)
          (NN 早-慢｜tsa2-ban7)
          (NN 會｜e7)
          (NN 近-視｜kin7-si7))))
    (PU 。｜.)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"蹛｜tua3 佇｜ti7 丁-字-巷｜ting1-ji7-hang7 的｜e5 人｜lang5 較｜khah4 𠢕｜gau5 出-丁｜tshut4-ting1 。｜.
","['VCL', 'P', 'Na', 'DE', 'Na', 'Dfa', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 蹛｜tua3))
      (VP
        (VV 佇｜ti7)
        (IP
          (NP (NN 丁-字-巷｜ting1-ji7-hang7))
          (VP
            (ADVP (AD 的｜e5))
            (VP
              (VV 人｜lang5)
              (NP
                (CP (IP (VP (ADVP (AD 較｜khah4)) (VP (VA 𠢕｜gau5)))))
                (NP (NN 出-丁｜tshut4-ting1))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"出-入｜tshut4-jip8 愛｜ai3 細-膩｜se3-ji7 。｜.
","['VA', 'D', 'VK', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 出-入｜tshut4-jip8))
      (ADVP (AD 愛｜ai3))
      (VP (VA 細-膩｜se3-ji7)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 所｜soo2 講-的｜kong2-e5 佮｜kah4 事-實｜su7-sit8 有｜u7 真｜tsin1 大｜tua7 的｜e5 出-入｜tshut4-jip8 。｜.
","['Nh', 'D', 'VE', 'P', 'Na', 'V_2', 'Dfa', 'VH', 'DE', 'VA', 'PUNC']","(ROOT
  (IP
    (LCP
      (NP
        (NP (NN 伊｜i1))
        (DNP (MSP 所｜soo2) (DEG 講-的｜kong2-e5))
        (NP (NN 佮｜kah4) (NN 事-實｜su7-sit8)))
      (LC 有｜u7))
    (VP
      (ADVP (AD 真｜tsin1))
      (VP
        (VA 大｜tua7)
        (VP (ADVP (AD 的｜e5)) (VP (VV 出-入｜tshut4-jip8)))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"出-力｜tshut4-lat8 共｜ka7 拍-落-去｜phah4-loh8-khi3 。｜.
","['VH', 'P', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 出-力｜tshut4-lat8)
      (VP (VRD (VV 共｜ka7) (VV 拍-落-去｜phah4-loh8-khi3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阿-姨｜a1-i5 毋-是｜m7-si7 外-人｜gua7-lang5 ，｜, 你｜li2 講｜kong2 ，｜, 無-要-緊｜bo5-iau3-kin2 。｜.
","['Na', 'D', 'Na', 'PUNC', 'Nh', 'VE', 'PUNC', 'VH', 'PUNC']","(ROOT
  (IP
    (NP (NN 阿-姨｜a1-i5) (NN 毋-是｜m7-si7))
    (VP
      (VV 外-人｜gua7-lang5)
      (PU ，｜,)
      (IP
        (VP
          (VV 你｜li2)
          (IP
            (NP (NR 講｜kong2))
            (PU ，｜,)
            (VP (VA 無-要-緊｜bo5-iau3-kin2))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tse1 是｜si7 咱｜lan2 這｜tsit4 組｜tsoo1 的｜e5 問-題｜bun7-te5 ，｜, 莫｜mai3 共｜ka7 外-人｜gua7-lang5 牽-拖-入-來｜khan1-thua1-jip8-lai5 。｜.
","['Nep', 'SHI', 'Nh', 'Nep', 'Nf', 'DE', 'Na', 'PUNC', 'D', 'P', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (NP
        (NP
          (NN 這｜tse1)
          (NN 是｜si7)
          (NN 咱｜lan2)
          (NN 這｜tsit4)
          (NN 組｜tsoo1))
        (NP (NN 的｜e5)))
      (NP (NN 問-題｜bun7-te5)))
    (PU ，｜,)
    (VP
      (VP (VRD (VV 莫｜mai3) (VV 共｜ka7)))
      (VP
        (VRD (VV 外-人｜gua7-lang5) (VV 牽-拖-入-來｜khan1-thua1-jip8-lai5))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"規｜kui1 个｜e5 家-伙｜ke1-hue2 攏｜long2 去-了-了-矣｜khi3-liau2-liau2-ah4 。｜.
","['Neqa', 'Nf', 'Na', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP (VP (VV 規｜kui1) (AS 个｜e5)) (SP 家-伙｜ke1-hue2))
        (SP 攏｜long2)
        (SP 去-了-了-矣｜khi3-liau2-liau2-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"老-王-的｜lau2-ong5-e5 後-日｜au7-jit8 欲｜beh4 出-山｜tshut4-suann1 。｜.
","['Na', 'Nd', 'D', 'VA', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 老-王-的｜lau2-ong5-e5)
      (IP
        (VP
          (VV 後-日｜au7-jit8)
          (IP (VP (VCD (VV 欲｜beh4) (VV 出-山｜tshut4-suann1)))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"你｜li2 做｜tso3 按-呢｜an2-ne1 就｜to7 會-使-矣｜e7-sai2-ah4 ，｜, 毋-免｜m7-bian2 加-工-啦｜ke1-kang1-lah4 ！｜!
","['Nh', 'VC', 'VH', 'D', 'Na', 'PUNC', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (CP
      (CP
        (CP
          (IP (VP (VV 你｜li2) (AS 做｜tso3)) (SP 按-呢｜an2-ne1))
          (SP 就｜to7))
        (SP 會-使-矣｜e7-sai2-ah4))
      (PU ，｜,)
      (SP 毋-免｜m7-bian2)
      (SP 加-工-啦｜ke1-kang1-lah4))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"囝｜kiann2 婿｜sai3 是｜si7 半-子｜puan3-tsu2 。｜.
","['Na', 'Na', 'SHI', 'Neqa', 'PUNC']","(ROOT
  (IP
    (VP
      (NP (NN 囝｜kiann2) (NN 婿｜sai3) (NN 是｜si7) (NN 半-子｜puan3-tsu2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 明-仔-載｜bin5-a2-tsai3 欲｜beh4 請｜tshing2 半-工｜puann3-kang1 的｜e5 假｜ka2 。｜.
","['Nh', 'Nd', 'D', 'VF', 'Neqa', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (ADJP (JJ 我｜gua2))
        (ADJP (JJ 明-仔-載｜bin5-a2-tsai3))
        (ADJP (JJ 欲｜beh4))
        (ADJP (JJ 請｜tshing2))
        (ADJP (JJ 半-工｜puann3-kang1))
        (ADJP (JJ 的｜e5))
        (NP (NN 假｜ka2))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '規則變調', '本調#', '再變調$', '規則變調', '規則變調', '本調#', '規則變調', '本調#', '毋是台語']"
"伊｜i1 拄-才｜tu2-tsiah4 對｜tui3 外-口｜gua7-khau2 轉-來｜tng2-lai5 。｜.
","['Nh', 'Nd', 'P', 'Ncd', 'VA', 'PUNC']","(ROOT
  (IP
    (VP
      (IP (VP (VV 伊｜i1)))
      (VP
        (VP (VRD (VV 拄-才｜tu2-tsiah4) (VV 對｜tui3)))
        (VP (VRD (VV 外-口｜gua7-khau2) (VV 轉-來｜tng2-lai5)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 驚｜kiann1 一-下｜tsit8-e7 半-小-死｜puann3-sio2-si2 。｜.
","['Nh', 'VK', 'DE', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 伊｜i1)
      (IP
        (VP
          (VRD (VV 驚｜kiann1) (VV 一-下｜tsit8-e7))
          (IP (VP (VV 半-小-死｜puann3-sio2-si2))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 才｜tsiah4 退-伍｜the3-ngoo2 無-偌-久｜bo5-gua7-ku2 ，｜, 就｜to7 央-三-託-四｜iang1-sann1-thok4-si3 欲｜beh4 揣｜tshue7 頭-路｜thau5-loo7 。｜.
","['Nh', 'Da', 'VH', 'D', 'PUNC', 'D', 'Na', 'D', 'VC', 'Na', 'PUNC']","(ROOT
  (CP
    (ADVP (AD 伊｜i1))
    (ADVP (AD 才｜tsiah4))
    (ADVP (ADVP (AD 退-伍｜the3-ngoo2)) (ADVP (AD 無-偌-久｜bo5-gua7-ku2)))
    (PU ，｜,)
    (NP
      (NN 就｜to7)
      (NN 央-三-託-四｜iang1-sann1-thok4-si3)
      (NN 欲｜beh4)
      (NN 揣｜tshue7)
      (NN 頭-路｜thau5-loo7))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
