分詞,詞性,句法,變調
"誠｜Tsiânn 好｜hó 耍｜sńg ，｜, 學｜O̍h 著-矣｜tio̍h-ah ，｜,
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (VP
        (VP (ADVP (AD 誠｜Tsiânn)) (ADVP (AD 好｜hó)) (VP (VV 耍｜sńg)))
        (PU ，｜,)
        (VP (VV 學｜O̍h))))
    (SP 著-矣｜tio̍h-ah)
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"原-來｜Guân-lâi 臺-語｜tâi-gí 有｜ū 字｜jī 喔｜ooh ！｜!
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (ADVP (AD 原-來｜Guân-lâi))
      (NP (NN 臺-語｜tâi-gí))
      (VP (VE 有｜ū) (NP (NN 字｜jī))))
    (SP 喔｜ooh)
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 就｜tiō 煞｜suah 咧｜teh 問｜mn̄g ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (ADVP (AD 就｜tiō))
      (VP (VV 煞｜suah) (IP (VP (ADVP (AD 咧｜teh)) (VP (VV 問｜mn̄g))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"國｜Khuànn 語｜jîn 呢｜hô
","['Na', 'Na', 'Na']",(ROOT (NP (NP (NN 國｜Khuànn) (NN 語｜jîn)) (FLR (SP 呢｜hô)))),"['規則變調', '規則變調', '本調#']"
"伊｜I 隨｜suî 講｜kóng ，｜, 空｜Khòng 心｜sin 菜｜tshài ，｜,
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (NP (NR 伊｜I)) (VP (ADVP (AD 隨｜suî)) (VP (VV 講｜kóng))))
    (PU ，｜,)
    (IP (NP (NN 空｜Khòng) (NN 心｜sin) (NN 菜｜tshài)) (PU ，｜,))))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '毋是台語']"
"讚｜Tsa̍p 喔｜nóo
","['Na', 'Na']",(ROOT (NP (NP (NN 讚｜Tsa̍p)) (FLR (SP 喔｜nóo)))),"['規則變調', '本調#']"
"問｜Mn̄g 一｜tsi̍t 條｜tiâu 送｜sàng 一｜tsi̍t 條｜tiâu ，｜, 若-像｜Ná-tshiūnn 買｜bé 菜｜tshài 佮｜Kah 薑｜kiunn 佮｜kah 蔥｜tshang 佮｜kah 蒜｜suàn 頭｜thâu
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 問｜Mn̄g)
      (IP
        (VP
          (QP (CD 一｜tsi̍t) (CLP (M 條｜tiâu)))
          (IP
            (VP
              (VP (VV 送｜sàng) (QP (CD 一｜tsi̍t) (CLP (M 條｜tiâu))))
              (PU ，｜,)
              (VP
                (PP
                  (P 若-像｜Ná-tshiūnn)
                  (IP
                    (VP
                      (VV 買｜bé)
                      (NP (NN 菜｜tshài) (NN 佮｜Kah) (NN 薑｜kiunn)))))
                (VP
                  (VV 佮｜kah)
                  (NP
                    (NN 蔥｜tshang)
                    (NN 佮｜kah)
                    (NN 蒜｜suàn)
                    (NN 頭｜thâu)))))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"查-某｜Tsa-bóo 老｜láu 師｜su 較｜khah 有｜ū 煮｜tsú 菜｜tshài 的｜ê 經-驗｜king-giām 伊｜i 叫｜kiò 逐-家｜ta̍k-ke 共｜Kā 食｜tsiā 過-的｜kuè-ê 菜｜tshài 攏｜lóng 講-出-來｜kóng-tshut-lâi 予-伊｜hōo-i 去｜khit 查｜Tshâ 漢-字｜hàn-jī ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 查-某｜Tsa-bóo)) (ADJP (JJ 老｜láu)) (NP (NN 師｜su)))
    (VP
      (ADVP (AD 較｜khah))
      (VP
        (VE 有｜ū)
        (IP
          (NP
            (CP (IP (VP (VV 煮｜tsú) (NP (NN 菜｜tshài)))) (DEC 的｜ê))
            (NP (NN 經-驗｜king-giām))
            (NP (NR 伊｜i)))
          (VP
            (VV 叫｜kiò)
            (NP
              (CP
                (IP
                  (VP
                    (ADVP (AD 逐-家｜ta̍k-ke))
                    (ADVP (AD 共｜Kā))
                    (VP (VV 食｜tsiā))))
                (DEC 過-的｜kuè-ê))
              (NP (NN 菜｜tshài)))
            (VP
              (VP
                (VRD (VV 攏｜lóng) (VV 講-出-來｜kóng-tshut-lâi))
                (NP (NR 予-伊｜hōo-i)))
              (VP (VV 去｜khit) (VP (VV 查｜Tshâ) (NP (NN 漢-字｜hàn-jī)))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"像｜Tshiūnn 湯-匙｜thng-sî 仔｜ah 菜｜tshài
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (PP (P 像｜Tshiūnn) (NP (NN 湯-匙｜thng-sî) (NN 仔｜ah) (NN 菜｜tshài))))","['規則變調', '規則變調', '仔前變調&', '本調#', '本調#']"
"菠｜Pue 薐-仔｜lîng-á ，｜,
","['Na', 'Na', 'PUNC']","(ROOT (FRAG (NP (NP (NR 菠｜Pue)) (NP (NN 薐-仔｜lîng-á))) (PU ，｜,)))","['規則變調', '仔前變調&', '本調#', '毋是台語']"
"芫｜Ian 荽｜suí ，｜,
","['Na', 'Na', 'PUNC']","(ROOT (IP (VP (ADVP (AD 芫｜Ian)) (VP (VV 荽｜suí))) (PU ，｜,)))","['規則變調', '本調#', '毋是台語']"
"敏｜Bián 豆-仔｜tāu-á
","['Na', 'Na']",(ROOT (NP (NP (NR 敏｜Bián)) (NP (NN 豆-仔｜tāu-á)))),"['規則變調', '仔前變調&', '本調#']"
"菜-頭｜Tshài-thâu
",['Na'],(ROOT (NP (NN 菜-頭｜Tshài-thâu))),"['規則變調', '本調#']"
"金｜Kim 瓜｜kue
","['Na', 'Na']",(ROOT (NP (NP (NR 金｜Kim)) (NP (NN 瓜｜kue)))),"['規則變調', '本調#']"
"有-人｜Ū-lâng 無｜bô 對｜tuì 題｜te 講｜kóng 果-子｜kué-tsí
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP
      (VE 無｜bô)
      (VP
        (PP (P 對｜tuì) (NP (NN 題｜te)))
        (VP (VV 講｜kóng) (NP (NN 果-子｜kué-tsí)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"菝-仔｜Pa̍t-á 、｜, 檨-仔｜Suāinn-á 、｜, 芳｜Phang 瓜｜kue 、｜, 柑｜Kam 仔｜ah ，｜,
","['Na', 'PUNC', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (NP
        (NR 菝-仔｜Pa̍t-á)
        (PU 、｜,)
        (NR 檨-仔｜Suāinn-á)
        (PU 、｜,)
        (NR 芳｜Phang))
      (NP (NN 瓜｜kue) (PU 、｜,) (NN 柑｜Kam) (NN 仔｜ah)))
    (PU ，｜,)))","['仔前變調&', '本調#', '毋是台語', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '毋是台語', '仔前變調&', '本調#', '毋是台語']"
"伊｜I 嘛｜mà 若｜ná 大-盤｜tuā-puânn 照｜tsiàu 貿｜bāu 照｜tsiàu 收｜siu ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (NP
    (NP (NR 伊｜I))
    (FLR (SP 嘛｜mà))
    (INC
      (CP
        (ADVP (CS 若｜ná))
        (IP
          (NP (NN 大-盤｜tuā-puânn))
          (VP
            (VV 照｜tsiàu)
            (IP (NP (NN 貿｜bāu)) (VP (VV 照｜tsiàu) (VP (VV 收｜siu))))))
        (PU ，｜,)))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"感-謝｜Kám-siā 老｜láu 師｜su ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (VV 感-謝｜Kám-siā) (NP (ADJP (JJ 老｜láu)) (NP (NN 師｜su))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"佇｜Tì 彼｜sik 時｜sî 代｜tài 無｜bô 反-對｜huán-tuì 臺-語｜tâi-gí ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (LCP (IP (VP (ADVP (AD 佇｜Tì)) (VP (VV 彼｜sik)))) (LC 時｜sî))
        (VP
          (M 代｜tài)
          (VP (VE 無｜bô) (VP (P 反-對｜huán-tuì) (NP (NN 臺-語｜tâi-gí)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"予-我｜Hōo-guá 細-漢｜sè-hàn 就｜tiō 認-捌｜jīn-bat 臺-語｜tâi-gí 有｜ū 漢-字｜hàn-jī ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (PN 予-我｜Hōo-guá)) (NP (NR 細-漢｜sè-hàn)))
    (VP
      (VP
        (ADVP (AD 就｜tiō))
        (VP (VV 認-捌｜jīn-bat) (NP (NN 臺-語｜tâi-gí))))
      (VP (VE 有｜ū) (NP (NN 漢-字｜hàn-jī))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"體-會｜Thé-huē 語-言｜gí-giân 的｜ê 趣-味｜tshù-pinn ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 體-會｜Thé-huē)
      (NP
        (DNP (NP (NN 語-言｜gí-giân)) (DEC 的｜ê))
        (NP (NN 趣-味｜tshù-pinn))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"感-謝｜Kám-siā 伊｜i 認-真｜jīn-tsin 回-答｜huê-tap 我｜guá ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VP (VV 感-謝｜Kám-siā) (NP (NR 伊｜i)))
      (VP
        (ADVP (AD 認-真｜jīn-tsin))
        (VP (VV 回-答｜huê-tap) (NP (PN 我｜guá)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"予-我｜Hōo-guá 知-影｜tsai-iánn 追-求｜tui-kiû 學-問｜ha̍k-būn 的｜ê 勇-氣｜ióng-khì
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (CP
      (IP
        (NP (PN 予-我｜Hōo-guá) (NN 知-影｜tsai-iánn))
        (VP (VV 追-求｜tui-kiû) (NP (NN 學-問｜ha̍k-būn))))
      (DEC 的｜ê))
    (NP (NN 勇-氣｜ióng-khì))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#']"
"感-謝｜Kám-siā 老｜láu 師｜su 予-我｜hōo-guá 日-後｜ji̍t-āu 教-冊｜kà-tsheh 佮｜kah 食｜tsia̍h 蕹｜ìng 菜｜tshài 攏｜Lóng 有｜ū 愛｜ài 的｜ê 滋-味｜tsu-bī 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP (VP (VV 感-謝｜Kám-siā) (NP (ADJP (JJ 老｜láu)) (NP (NN 師｜su)))))
    (IP
      (NP
        (NP (PN 予-我｜hōo-guá))
        (NP (NT 日-後｜ji̍t-āu))
        (NP (NN 教-冊｜kà-tsheh)))
      (VP
        (ADVP (AD 佮｜kah))
        (VP
          (VP (VV 食｜tsia̍h) (NP (NN 蕹｜ìng) (NN 菜｜tshài)))
          (VP
            (VV 攏｜Lóng)
            (NP
              (CP (IP (VP (VE 有｜ū) (NP (NN 愛｜ài)))) (DEC 的｜ê))
              (NP (NN 滋-味｜tsu-bī)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"第｜Tē 三-十｜sann-tsa̍p 篇｜phinn ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (INC
    (QP (QP (OD 第｜Tē)) (QP (CD 三-十｜sann-tsa̍p) (CLP (M 篇｜phinn))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"門｜Mn̂g 內｜lâi 門-外｜mn̄g-guá 看｜khuànn 海｜hái 看｜khuànn 山｜suann ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (LCP (LCP (NP (NN 門｜Mn̂g)) (LC 內｜lâi)) (LC 門-外｜mn̄g-guá))
      (VP
        (VP (VV 看｜khuànn) (NP (NN 海｜hái)))
        (VP (VV 看｜khuànn) (NP (NN 山｜suann)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"作｜Tsok 者｜tsiá 王｜ông 秀-容｜siu-ióng
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 作｜Tsok)
      (NP (NP (NN 者｜tsiá)) (NP (NR 王｜ông) (NR 秀-容｜siu-ióng))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"SIL｜SIL
",['Na'],(ROOT (FRAG (NR SIL｜SIL))),['毋是台語']
"仁-者｜Jîn-tsiá 樂｜ngāu 山｜san 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 仁-者｜Jîn-tsiá))
    (VP (VV 樂｜ngāu) (NP (NN 山｜san)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"智｜Tì 者｜tsiá 樂｜ngāu 水｜suí ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NN 智｜Tì)) (NP (NN 者｜tsiá)))
    (VP (VV 樂｜ngāu) (NP (NN 水｜suí)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"siáng｜Siāng 較｜khah 厲-害｜lī-hāi ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN siáng｜Siāng))
    (VP (ADVP (AD 較｜khah)) (VP (VA 厲-害｜lī-hāi)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"一｜It 花｜hua 一｜it 世-界｜sè-kài
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (NP
    (NP (QP (CD 一｜It)) (NP (NN 花｜hua)))
    (QP (CD 一｜it))
    (NP (NN 世-界｜sè-kài))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"有-人｜Ū-lâng 買｜bé 一｜tsi̍t 塊｜tè 石｜tsiō 頭｜thâu 講｜kóng 頂-懸｜tíng-kuân 有｜ū 山-水｜san-suí 詩｜Si 意｜ì
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP
      (VV 買｜bé)
      (IP
        (IP
          (VP
            (NP
              (QP (CD 一｜tsi̍t) (CLP (M 塊｜tè)))
              (NP (NN 石｜tsiō))
              (NP (NN 頭｜thâu)))
            (VP (VV 講｜kóng) (NP (NN 頂-懸｜tíng-kuân)))))
        (VP (VE 有｜ū) (NP (NN 山-水｜san-suí) (NN 詩｜Si) (NN 意｜ì)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"有-人｜Ū-lâng 飼｜tshī 一｜tsi̍t 缸｜kǹg 仔｜ah 魚｜sī
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP
      (VV 飼｜tshī)
      (NP (QP (CD 一｜tsi̍t) (CLP (M 缸｜kǹg))) (NP (NN 仔｜ah) (NN 魚｜sī))))))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '本調#']"
"就｜Tio̍h 有｜ū 大｜tuā 海｜hái 的｜ê 趣-味｜tshù-bī ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 就｜Tio̍h))
      (VP
        (VE 有｜ū)
        (NP
          (DNP (NP (ADJP (JJ 大｜tuā)) (NP (NN 海｜hái))) (DEG 的｜ê))
          (NP (NN 趣-味｜tshù-bī)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"石｜tsio̍h 頭｜thâu 若｜ná 山｜suann ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 石｜tsio̍h) (NN 頭｜thâu))
      (VP (ADVP (CS 若｜ná)) (VP (NN 山｜suann))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"魚｜Sì 缸｜kng 是｜sī 海｜hái ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 魚｜Sì))
    (VP (QP (CLP (M 缸｜kng))) (VP (VC 是｜sī) (NP (NN 海｜hái))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"siáng｜Siang 較｜kha 厲-害｜lī-hāi ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN siáng｜Siang))
    (VP (ADVP (AD 較｜kha)) (VP (VA 厲-害｜lī-hāi)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有-人｜Ū-lâng 講｜kòng 石｜tsiō 頭｜thâu 較｜khah 厲-害｜lī-hāi ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 有-人｜Ū-lâng))
    (VP
      (VV 講｜kòng)
      (IP
        (NP (NN 石｜tsiō))
        (NP (NN 頭｜thâu))
        (VP (ADVP (AD 較｜khah)) (VP (VA 厲-害｜lī-hāi)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"因｜In 為｜uî 𠕇-硞-硞｜tīng-khok-khok 會｜ē 當｜tang 做｜tsò 武-器｜bú-khì 相-刣｜sio-thâi 。｜. 浸-水｜Tsìm-tsuí 袂｜bē 歹｜pháinn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (PP
      (P 因｜In)
      (IP
        (VP
          (PP (P 為｜uî) (NP (NN 𠕇-硞-硞｜tīng-khok-khok)))
          (VP
            (VV 會｜ē)
            (VP
              (VV 當｜tang)
              (IP
                (VP
                  (VV 做｜tsò)
                  (NP (NN 武-器｜bú-khì) (NN 相-刣｜sio-thâi)))))))))
    (PU 。｜.)
    (IP (NP (NN 浸-水｜Tsìm-tsuí)) (VP (VV 袂｜bē) (NP (NN 歹｜pháinn))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"毋｜M̄ 過｜kò 有-人｜ū-lâng 隨｜suî 黜-臭｜thuh-tshàu
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 毋｜M̄))
      (VP
        (VP (VV 過｜kò) (NP (NN 有-人｜ū-lâng)))
        (VP (VV 隨｜suî) (NP (NN 黜-臭｜thuh-tshàu)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"若｜Ná 較｜khah 𠢕｜gâu ，｜, 哪｜Nà 會｜ē 北｜pa̍k 海-岸｜hái-huānn 蹛｜tuā 久｜ku 來｜Lâi ，｜, 大｜Tuā 石-頭｜tsio̍h-thâu 就｜tiō 變-做｜piàn-tsò 女｜lú 王｜ông 頭｜thâu ，｜,
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (CP
        (ADVP (CS 若｜Ná))
        (IP (VP (ADVP (AD 較｜khah)) (VP (VA 𠢕｜gâu)))))
      (PU ，｜,)
      (NP (PN 哪｜Nà))
      (VP
        (VV 會｜ē)
        (IP
          (IP
            (NP (NR 北｜pa̍k) (NN 海-岸｜hái-huānn) (NN 蹛｜tuā))
            (VP (ADVP (AD 久｜ku)) (VP (VV 來｜Lâi))))
          (PU ，｜,)
          (IP
            (NP (ADJP (JJ 大｜Tuā)) (NP (NN 石-頭｜tsio̍h-thâu)))
            (VP
              (ADVP (AD 就｜tiō))
              (VP
                (VV 變-做｜piàn-tsò)
                (NP
                  (NP (ADJP (JJ 女｜lú)) (NP (NN 王｜ông)))
                  (NP (NN 頭｜thâu)))))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"看-來｜Khuànn-lâi 是｜sī 海-水｜hái-tsuí 厲-害｜lī-hāi 會｜ê 變｜piàn 魔｜môo 術｜su̍t 呢｜neh ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 看-來｜Khuànn-lâi))
      (VP
        (VC 是｜sī)
        (CP
          (IP
            (IP (NP (NN 海-水｜hái-tsuí)) (VP (VV 厲-害｜lī-hāi)))
            (VP
              (VV 會｜ê)
              (VP (VV 變｜piàn) (NP (NN 魔｜môo) (NN 術｜su̍t)))))
          (SP 呢｜neh))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"來-到｜Lâi-kàu 北｜pat 海｜hāi 岸｜huánn
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP (VP (VV 來-到｜Lâi-kàu) (NP (NN 北｜pat) (NN 海｜hāi) (NN 岸｜huánn)))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"予｜Hōo 海-水｜hái-tsuí 變｜piàn 出｜tshut 來-的｜lâi-ê 石｜tsiō 門｜mn̂g 洞｜tōng 一-定｜it-tīng 愛｜ài 看｜khuànn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (IP
        (VP
          (VV 予｜Hōo)
          (NP
            (NP
              (CP
                (IP
                  (NP (NN 海-水｜hái-tsuí))
                  (VP (VRD (VV 變｜piàn) (VV 出｜tshut))))
                (DEC 來-的｜lâi-ê))
              (NP (NN 石｜tsiō) (NN 門｜mn̂g)))
            (NP (NN 洞｜tōng)))))
      (ADVP (AD 一-定｜it-tīng))
      (VP (VV 愛｜ài) (VV 看｜khuànn)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"正｜Tsiann 爿｜pîng 看｜khuànn 倒-爿｜tò-pîng 影｜iánn
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (ADVP (AD 正｜Tsiann))
      (VP
        (VV 爿｜pîng)
        (IP (VP (VV 看｜khuànn) (NP (NN 倒-爿｜tò-pîng) (NN 影｜iánn))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"看｜Khuànn 海｜hái 看｜khuànn 山｜suann 攏｜lóng 嘛｜mà 隨｜suî 人｜lâng 佮-意｜kah-ì 隨｜Suî 人｜lâng 落｜lō 鼎｜tiánn
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VP (VV 看｜Khuànn) (NP (NN 海｜hái)))
      (VP (VV 看｜khuànn) (NP (NN 山｜suann)))
      (VP
        (VV 攏｜lóng)
        (FLR (SP 嘛｜mà))
        (IP
          (VP
            (PP (P 隨｜suî) (NP (NN 人｜lâng)))
            (ADVP (AD 佮-意｜kah-ì))
            (PP (P 隨｜Suî) (NP (NN 人｜lâng)))
            (VP (VV 落｜lō) (NP (NN 鼎｜tiánn)))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
