分詞,詞性,句法,變調
"咱｜Lán 兜｜tau 火-燒-厝-矣｜hué-sio-tshù-ah ，｜, 你｜lí 閣｜koh 無-要-無-緊｜bô-iàu-bô-kín ！｜!
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 咱｜Lán))
      (VP (VV 兜｜tau))
      (FLR (SP 火-燒-厝-矣｜hué-sio-tshù-ah)))
    (PU ，｜,)
    (IP
      (NP (PN 你｜lí))
      (NP (NN 閣｜koh))
      (VP (VA 無-要-無-緊｜bô-iàu-bô-kín)))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜Tsit 箍｜khoo 戇-大-呆-乎｜gōng-tuā-tai-honnh ，｜, 無-代-無-誌｜bô-tāi-bô-tsì 走-去｜tsáu-khì 佮｜kah 人｜lâng 冤-家｜uan-ke ，｜, 毋-才｜m̄-tsiah 予｜hōo 人｜lâng 拍｜phah 甲｜kah 這｜tsit 款｜khuán 形｜hîng 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 這｜Tsit))
      (VP (VSB (VV 箍｜khoo) (VV 戇-大-呆-乎｜gōng-tuā-tai-honnh))))
    (PU ，｜,)
    (IP
      (NP (NR 無-代-無-誌｜bô-tāi-bô-tsì))
      (VP
        (VV 走-去｜tsáu-khì)
        (NP
          (NP (ADJP (JJ 佮｜kah)) (NP (NN 人｜lâng)))
          (NP (NN 冤-家｜uan-ke)))))
    (PU ，｜,)
    (IP
      (VP
        (ADVP (AD 毋-才｜m̄-tsiah))
        (VP
          (VV 予｜hōo)
          (NP (NN 人｜lâng))
          (IP
            (VP
              (VV 拍｜phah)
              (IP
                (VP
                  (VV 甲｜kah)
                  (NP
                    (DP (DT 這｜tsit) (CLP (M 款｜khuán)))
                    (NP (NN 形｜hîng))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"久-久-仔｜Kú-kú-á 食｜tsia̍h 一｜tsi̍t 擺｜pái 外-口｜guā-kháu ，｜, 阿-爸｜a-pah 的｜ê 心-情｜sim-tsîng 看-起-來｜khuànn-khí-lâi 真｜tsin 心-適｜sim-sik 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 久-久-仔｜Kú-kú-á))
    (VP
      (VP
        (VV 食｜tsia̍h)
        (IP
          (IP
            (QP (CD 一｜tsi̍t))
            (VP (VV 擺｜pái) (NP (NN 外-口｜guā-kháu))))
          (PU ，｜,)
          (PRN
            (IP
              (NP
                (DNP (NP (NR 阿-爸｜a-pah)) (DEG 的｜ê))
                (NP (NN 心-情｜sim-tsîng)))
              (VP (VV 看-起-來｜khuànn-khí-lâi))))))
      (VP (ADVP (AD 真｜tsin)) (VP (VA 心-適｜sim-sik))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 聽-了｜thiann-liáu 笑-笑-仔｜tshiò-tshiò-á 無｜bô 講-話｜kóng-uē 就｜tō 做｜tsò 伊｜i 走-矣｜tsáu-ah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (NP (NR 伊｜I))
      (VP
        (AS 聽-了｜thiann-liáu)
        (NP (NN 笑-笑-仔｜tshiò-tshiò-á))
        (VP
          (IP (VP (VE 無｜bô) (NP (NN 講-話｜kóng-uē))))
          (VP (ADVP (AD 就｜tō)) (VP (VV 做｜tsò) (NP (NR 伊｜i)))))))
    (SP 走-矣｜tsáu-ah)
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 共｜kā 我｜guá 恬-恬｜tiām-tiām 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP (NP (ADVP (AD 共｜kā)) (NP (PN 我｜guá) (NN 恬-恬｜tiām-tiām))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"調-血｜Tiāu-hueh 兼｜kiam 補-血｜póo-hueh ，｜, 血-路｜hueh-lōo 調｜tiāu 甲｜kah 順-順-順｜sūn-sūn-sūn ，｜, 予｜hōo 你｜lí 媠-噹-噹｜suí-tang-tang ，｜, 精｜tsing 氣｜khì 神｜sîn 飽-足｜pá-tsiok ！｜!
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 調-血｜Tiāu-hueh))
    (VP
      (CC 兼｜kiam)
      (IP
        (IP (VP (VV 補-血｜póo-hueh)))
        (PU ，｜,)
        (IP
          (NP (NN 血-路｜hueh-lōo))
          (VP (VV 調｜tiāu) (NP (NN 甲｜kah) (NN 順-順-順｜sūn-sūn-sūn))))
        (PU ，｜,)
        (IP
          (VP
            (VV 予｜hōo)
            (NP (PN 你｜lí))
            (NP (NN 媠-噹-噹｜suí-tang-tang))))
        (PU ，｜,)
        (NP (NN 精｜tsing) (NN 氣｜khì) (NN 神｜sîn) (NN 飽-足｜pá-tsiok))))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '三連音變調~', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"欲｜Beh 放｜pàng 放｜pàng 無｜bô ，｜, 毋｜m̄ 放｜pàng 緊-緊｜kín-kín 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (IP
        (VP
          (VV 欲｜Beh)
          (IP (VP (VV 放｜pàng) (IP (VP (VV 放｜pàng) (NP (VE 無｜bô))))))))
      (PU ，｜,)
      (ADVP (AD 毋｜m̄))
      (VP (VV 放｜pàng) (ADVP (AD 緊-緊｜kín-kín))))
    (PU 。｜.)))","['再變調$', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"平-平｜Pênn-pênn 愛｜ài 啉｜lim 參-茸｜som-jiông 藥-酒｜io̍h-tsiú ，｜, 就｜tō 愛｜ài 啉｜lim 百-仙｜Pah-sian 參-茸｜som-jiông 藥-酒｜io̍h-tsiú 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (ADVP (AD 平-平｜Pênn-pênn))
        (VP
          (VV 愛｜ài)
          (IP
            (VP
              (VV 啉｜lim)
              (IP (VP (VV 參-茸｜som-jiông) (NP (NN 藥-酒｜io̍h-tsiú)))))))))
    (PU ，｜,)
    (VP
      (ADVP (AD 就｜tō))
      (VP
        (VP (VV 愛｜ài) (NP (NN 啉｜lim) (NN 百-仙｜Pah-sian)))
        (VP (VV 參-茸｜som-jiông) (NP (NN 藥-酒｜io̍h-tsiú)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 做｜tsò 你｜lí 走｜tsáu 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP (VV 做｜tsò) (IP (NP (PN 你｜lí)) (VP (VV 走｜tsáu))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"請｜Tshiánn 親-愛-的｜tshin-ài-ê 你｜lí 莫｜mài 做｜tsò 你｜lí 行｜kiânn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (CP (IP (VP (VV 請｜Tshiánn))) (DEC 親-愛-的｜tshin-ài-ê))
    (CP
      (IP
        (NP (PN 你｜lí))
        (VP
          (ADVP (AD 莫｜mài))
          (VP (VV 做｜tsò) (IP (NP (PN 你｜lí)) (VP (VV 行｜kiânn)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 聽｜thiann 你｜lí 咧｜leh 臭-彈｜tshàu-tuānn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 聽｜thiann)
      (NP (PN 你｜lí))
      (IP (VP (VV 咧｜leh) (NP (NN 臭-彈｜tshàu-tuānn)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"我｜Guá 較｜khah 想｜siūnn 嘛｜mā 是｜sī 厝-內｜tshù-lāi 的｜ê 狗-仔｜káu-á 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (ADVP (AD 較｜khah))
      (VP
        (VV 想｜siūnn)
        (IP
          (NP (PN 嘛｜mā))
          (VP
            (VC 是｜sī)
            (NP
              (DNP (NP (LC 厝-內｜tshù-lāi)) (DEG 的｜ê))
              (NP (NN 狗-仔｜káu-á)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"厝-邊-隔-壁｜Tshù-pinn-keh-piah 無｜bô 熟-似｜si̍k-sāi 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 厝-邊-隔-壁｜Tshù-pinn-keh-piah) (NN 無｜bô))
    (VP (VA 熟-似｜si̍k-sāi))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"行｜Kiânn 過-來｜kuè-lâi 行｜kiânn 過-去｜kuè-khì 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (IP (VP (VRD (VV 行｜Kiânn) (VV 過-來｜kuè-lâi))))
      (VP (VV 行｜kiânn) (NP (NT 過-去｜kuè-khì))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人-客｜Lâng-kheh 入-來｜ji̍p-lâi 坐｜tsē ōo｜ōo ！｜!
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 人-客｜Lâng-kheh))
      (VP (VV 入-來｜ji̍p-lâi) (VP (VV 坐｜tsē) (NP (NN ōo｜ōo)))))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"雞-湯｜Ke-thng 面-頂｜bīn-tíng 有｜ū 一｜tsi̍t 沿｜iân 油｜iû ，｜, 愛｜ài 啉｜lim 愛｜ài 先｜sing 用｜iōng 𣁳-仔｜khat-á 掰-開｜pué-khui 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 雞-湯｜Ke-thng)) (NP (NN 面-頂｜bīn-tíng)))
    (VP
      (VE 有｜ū)
      (IP
        (QP (CD 一｜tsi̍t))
        (VP
          (PP (P 沿｜iân) (NP (NN 油｜iû)))
          (PU ，｜,)
          (VP
            (VP (VV 愛｜ài) (NP (NN 啉｜lim)))
            (VP
              (VV 愛｜ài)
              (IP
                (VP
                  (ADVP (AD 先｜sing))
                  (PP (P 用｜iōng) (NP (NN 𣁳-仔｜khat-á)))
                  (VP (VV 掰-開｜pué-khui)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"伊｜I 足｜tsiok 𠢕｜gâu 佮｜kah 人｜lâng 交-陪｜kau-puê 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 伊｜I)) (NP (NN 足｜tsiok)))
    (VP
      (ADVP (AD 𠢕｜gâu))
      (VP (VV 佮｜kah) (IP (NP (NN 人｜lâng)) (VP (VV 交-陪｜kau-puê)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜In 的｜ê 交-陪｜kau-puê 誠｜tsiânn 深｜tshim 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP (NP (PN 𪜶｜In)) (DEG 的｜ê))
        (NP (NN 交-陪｜kau-puê) (NN 誠｜tsiânn)))
      (VP (VA 深｜tshim)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"咱｜Lán 兩｜nn̄g 人｜lâng 交-陪｜kau-puê 有｜ū lua̋｜lua̋ 深-咧｜tshim-leh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (PN 咱｜Lán)) (QP (CD 兩｜nn̄g)) (NP (NN 人｜lâng)))
    (VP
      (VV 交-陪｜kau-puê)
      (IP
        (VP
          (VE 有｜ū)
          (IP (NP (NN lua̋｜lua̋)) (VP (VV 深-咧｜tshim-leh))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"蘇-先-生｜Soo-sian-sinn 咧｜leh 交-陪｜kau-puê 的｜ê 台-灣-人｜Tâi-uân-lâng 應-該｜ing-kai 嘛｜mā 攏｜lóng 是｜sī 學-者｜ha̍k-tsiá 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 蘇-先-生｜Soo-sian-sinn))
    (VP
      (VV 咧｜leh)
      (IP
        (NP
          (CP (IP (VP (VV 交-陪｜kau-puê))) (DEC 的｜ê))
          (NP (NN 台-灣-人｜Tâi-uân-lâng)))
        (VP
          (VV 應-該｜ing-kai)
          (IP
            (SP 嘛｜mā)
            (VP
              (VV 攏｜lóng)
              (IP (VP (VC 是｜sī) (NP (NN 學-者｜ha̍k-tsiá)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜Lâng 佮｜kah 人｜lâng 交-際｜kau-tsè 也｜iā 好｜hó ，｜, 盤-撋｜puânn-nuá 做-生-理｜tsò-sing-lí 也｜iā 好｜hó ，｜, 若｜nā 講-話｜kóng-uē 會｜ē 合｜ha̍h 就｜tō 會-當｜ē-tàng 你-兄-我-弟｜lí-hiann-guá-tī 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 人｜Lâng))
      (VP
        (VP
          (VP (VV 佮｜kah) (NP (NP (NN 人｜lâng)) (NP (NN 交-際｜kau-tsè))))
          (VP (ADVP (AD 也｜iā)) (VP (VA 好｜hó))))
        (PU ，｜,)
        (VP
          (VP (VV 盤-撋｜puânn-nuá) (NP (NN 做-生-理｜tsò-sing-lí)))
          (VP (ADVP (AD 也｜iā)) (VP (VA 好｜hó))))))
    (PU ，｜,)
    (CP
      (ADVP (CS 若｜nā))
      (IP
        (NP (NN 講-話｜kóng-uē))
        (VP
          (VV 會｜ē)
          (VP
            (VV 合｜ha̍h)
            (IP
              (VP
                (ADVP (AD 就｜tō))
                (VP
                  (VV 會-當｜ē-tàng)
                  (NP (NN 你-兄-我-弟｜lí-hiann-guá-tī)))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 知-影｜tsai-iánn ，｜, 換-準｜uānn-tsún 欲｜beh 教｜kà 𪜶｜in 智-識｜tì-sik 佮｜kah 道-理｜tō-lí ，｜, 頭-先｜thâu-sing 定-著｜tiānn-tio̍h 愛｜ài 佮｜kah 𪜶｜in 跋-感-情｜pua̍h-kám-tsîng 。｜.
","['Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NP (NR 伊｜I)) (NP (NN 知-影｜tsai-iánn)))
    (PU ，｜,)
    (VP
      (VV 換-準｜uānn-tsún)
      (VP
        (VV 欲｜beh)
        (IP
          (VP
            (VP
              (VP (VV 教｜kà) (NP (PN 𪜶｜in)) (NP (NN 智-識｜tì-sik)))
              (VP (VV 佮｜kah) (NP (NN 道-理｜tō-lí))))
            (PU ，｜,)
            (VP
              (VP (VV 頭-先｜thâu-sing) (AS 定-著｜tiānn-tio̍h))
              (VP
                (VV 愛｜ài)
                (IP
                  (VP
                    (VV 佮｜kah)
                    (NP (PN 𪜶｜in))
                    (NP (NN 跋-感-情｜pua̍h-kám-tsîng))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阿-勇-仔｜A-ióng-á 坐｜tsē 啥-物｜siánn-mih 車｜tshia 去｜khì 上-班｜siōng-pan ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 阿-勇-仔｜A-ióng-á))
    (VP
      (VP (VV 坐｜tsē) (NP (NN 啥-物｜siánn-mih) (NN 車｜tshia)))
      (VP (VV 去｜khì) (VP (VV 上-班｜siōng-pan))))
    (PU ？｜?)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '本調#', '毋是台語']"
"阿-君-仔｜A-kun-á 是｜sī 坐｜tsē 啥-物｜siánn-mih 車｜tshia 來｜lâi ？｜? 哪｜Ná 會｜ē 到｜kàu 這-陣｜tsit-tsūn 猶-未｜iáu-buē 到｜kàu 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (IP
        (NP (NR 阿-君-仔｜A-kun-á))
        (VP
          (VC 是｜sī)
          (VP
            (VP (VV 坐｜tsē) (NP (NN 啥-物｜siánn-mih) (NN 車｜tshia)))
            (VP (MSP 來｜lâi))))
        (PU ？｜?))
      (NP (PN 哪｜Ná))
      (VP
        (VV 會｜ē)
        (VP
          (PP (VV 到｜kàu) (NP (NN 這-陣｜tsit-tsūn)))
          (ADVP (AD 猶-未｜iáu-buē))
          (VP (VV 到｜kàu)))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"電-視｜Tiān-sī 講｜kóng 這｜tsit 禮-拜｜lé-pài 的｜ê 天-氣｜thinn-khì 啥-款｜siánn-khuán ？｜? 出-門｜Tshut-mn̂g 敢｜kám 需-要｜su-iàu 注-意｜tsù-ì 啥-物｜siánn-mi̍h ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 電-視｜Tiān-sī))
      (VP
        (VP
          (VV 講｜kóng)
          (NP
            (DNP
              (NP (DP (DT 這｜tsit)) (NP (NN 禮-拜｜lé-pài)))
              (DEG 的｜ê))
            (NP (NN 天-氣｜thinn-khì) (NN 啥-款｜siánn-khuán))))
        (PU ？｜?)
        (VP
          (VV 出-門｜Tshut-mn̂g)
          (VP
            (VV 敢｜kám)
            (VP
              (VV 需-要｜su-iàu)
              (VP (VV 注-意｜tsù-ì) (NP (NN 啥-物｜siánn-mi̍h))))))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"請-問｜Tshiánn-mn̄g 國-仔｜Kok-á 是-按-怎｜sī-án-tsuánn 看-起-來｜khuànn-khí-lâi 無｜bô 精-神｜tsing-sîn ？｜? 昨-暗｜Tsa-àm 睏｜khùn 無｜bô 飽｜pá 是-毋｜sī-m̄ ？｜? 抑-是｜Ia̍h-sī 昨-暗｜tsa-àm 耍｜sńg 規｜kui 暝｜mê ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VV 請-問｜Tshiánn-mn̄g)
          (IP
            (NP (NN 國-仔｜Kok-á))
            (IP
              (VP
                (ADVP (AD 是-按-怎｜sī-án-tsuánn))
                (VP
                  (VV 看-起-來｜khuànn-khí-lâi)
                  (IP (VP (VE 無｜bô) (NP (NN 精-神｜tsing-sîn)))))))
            (PU ？｜?)))
        (VP (ADVP (AD 昨-暗｜Tsa-àm)) (VP (VV 睏｜khùn)))))
    (VP
      (VP (VE 無｜bô) (IP (VP (VA 飽｜pá) (ADVP (AD 是-毋｜sī-m̄)))))
      (PU ？｜?)
      (VP
        (ADVP (AD 抑-是｜Ia̍h-sī))
        (VP
          (VV 昨-暗｜tsa-àm)
          (VP (VV 耍｜sńg) (NP (NN 規｜kui) (NN 暝｜mê))))))
    (PU ？｜?)))","['規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"足｜Tsiok 濟｜tsē 人｜lâng 咧｜leh 臆｜ioh 阿-六-仔｜A-la̍k-á 會｜ē 佇｜tī 啥-物｜siánn-mih 時-陣｜sî-tsūn 倒-擔｜tó-tànn 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 足｜Tsiok))
    (VP
      (VV 濟｜tsē)
      (IP
        (NP (NN 人｜lâng))
        (VP
          (VV 咧｜leh)
          (QP
            (IP
              (NP (NP (NN 臆｜ioh)) (NP (NR 阿-六-仔｜A-la̍k-á)))
              (VP
                (VV 會｜ē)
                (VP
                  (VV 佇｜tī)
                  (NP (NN 啥-物｜siánn-mih) (NN 時-陣｜sî-tsūn)))))
            (CLP (M 倒-擔｜tó-tànn))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
